train_id,ticker_id,t,momentum,ratio,sm_momentum,sm_ratio,class_label,happens_within,cross_threshold_from_above,cross_threshold_from_below,trending_down_and_above,trending_up_and_below,troughs,peaks
131,2,2023-10-20,99.890889,99.943236,99.452185,100.178636,,187,1,0,0,0,0,0
1623,5,2023-10-20,99.368935,100.000707,99.454419,100.178636,,181,1,0,0,0,0,0
1684,5,2023-10-23,99.270548,99.776774,99.409832,100.111281,,3,0,0,0,0,0,0
215,3,2023-10-23,100.111077,100.094614,100.413443,99.941856,,74,0,0,0,0,0,1
587,2,2023-10-23,99.837987,99.866367,99.407044,100.111281,,3,0,0,0,0,0,0
113,1,2023-10-23,100.66454,100.972147,99.447048,99.426377,,198,0,0,0,0,2,0
579,1,2023-10-24,100.6798,101.110694,99.273873,99.298277,,4,0,0,0,0,0,0
557,5,2023-10-24,98.961025,99.31283,99.40148,100.057322,,5,0,0,0,0,0,0
1071,2,2023-10-24,99.88678,99.886073,99.398588,100.057322,,5,0,0,0,0,0,0
591,5,2023-10-25,98.886442,99.037795,99.369535,99.991479,,5,0,0,0,0,0,0
555,1,2023-10-25,100.421033,100.975225,99.269024,99.234768,,6,0,0,0,0,0,0
1668,2,2023-10-25,99.901697,99.879567,99.366246,99.991479,,5,0,0,0,0,0,0
1252,4,2023-10-26,99.300952,99.677324,99.5965,99.74668,,10,0,0,0,0,0,0
1474,5,2023-10-26,98.689648,98.621997,99.175209,99.845942,LL,7,0,0,0,0,0,0
912,1,2023-10-26,100.044659,100.673711,99.284929,99.180649,LL,4,0,0,0,0,0,0
1072,3,2023-10-26,99.500163,99.601051,100.540094,100.097632,,128,0,1,0,0,0,0
1058,6,2023-10-26,100.007757,100.846159,100.424446,100.148594,,7,0,0,0,0,0,0
732,4,2023-10-27,99.090526,99.424745,99.570446,99.700597,,6,0,0,0,0,0,0
308,6,2023-10-27,99.929763,100.765742,100.349067,100.150385,,76,0,0,0,0,0,1
1604,2,2023-10-27,99.830403,99.764785,99.380044,99.874332,,365,0,0,0,2,2,0
361,1,2023-10-27,100.02429,100.662547,99.544687,99.242591,,210,0,1,0,1,0,0
1092,1,2023-10-30,100.066468,100.710605,99.544563,99.20451,,9,0,0,0,1,0,0
1848,2,2023-10-30,99.902604,99.807539,99.548113,99.90077,,179,0,1,0,1,0,0
513,3,2023-10-30,99.849519,99.770515,100.245418,100.040717,,15,0,0,1,0,0,0
1725,5,2023-10-30,99.023131,98.52196,99.549169,99.90077,,179,0,1,0,1,0,0
124,3,2023-10-31,99.749019,99.673844,100.0758,99.982365,LL,19,0,0,1,0,0,0
1888,5,2023-10-31,99.333768,98.660277,99.733098,99.950001,,11,0,0,0,1,0,0
534,6,2023-10-31,99.980368,100.802963,100.215112,100.141879,,75,0,0,1,0,0,0
87,1,2023-10-31,100.178078,100.836318,99.579891,99.183108,,16,0,0,0,1,0,0
1296,4,2023-10-31,98.751695,98.903952,99.723272,99.710486,,62,0,0,0,1,0,0
746,2,2023-11-01,99.962741,99.842596,99.951143,100.029428,,17,0,0,0,1,0,0
1186,5,2023-11-01,99.907874,99.131024,99.947252,100.029428,,17,0,0,0,1,0,0
1892,6,2023-11-01,99.910311,100.725724,99.891212,100.007598,,129,1,0,0,0,0,0
123,3,2023-11-01,100.048473,99.867092,99.951053,99.9307,,153,1,0,0,0,0,0
1564,1,2023-11-01,100.436522,101.130677,99.831702,99.266534,,15,0,0,0,1,0,0
176,2,2023-11-02,99.971561,99.844178,100.158289,100.122856,,162,0,1,0,0,0,0
970,5,2023-11-02,100.25761,99.478826,100.151856,100.122856,,162,0,1,0,0,0,0
354,1,2023-11-02,100.407252,101.1825,100.390242,99.515944,,128,0,1,0,0,0,0
481,3,2023-11-02,100.148692,99.950558,99.983558,99.942821,,96,0,0,0,0,1,0
1798,6,2023-11-03,99.984649,100.76714,99.306114,99.688542,,147,1,0,0,0,0,0
1827,4,2023-11-03,97.412584,97.177333,100.186414,99.917632,,8,0,0,0,0,0,0
1277,2,2023-11-03,99.934647,99.799511,100.29327,100.200193,,4,0,0,0,0,0,0
455,4,2023-11-06,97.179074,96.663844,100.25305,99.966194,,5,0,0,0,0,0,0
401,5,2023-11-06,100.686357,100.055044,100.353896,100.258412,,6,0,0,0,0,0,0
1790,1,2023-11-06,100.381008,101.309638,101.152943,99.980549,,170,0,1,0,0,0,0
624,3,2023-11-06,99.944593,99.815827,100.42735,100.170483,,7,0,0,0,0,0,0
32,6,2023-11-07,100.061774,100.855241,99.080352,99.451281,,6,0,0,0,0,0,0
1118,1,2023-11-08,100.510321,101.562466,101.665989,100.4516,,173,0,1,0,0,0,0
1842,5,2023-11-08,101.153288,100.831181,100.480808,100.386797,,8,0,0,0,0,0,0
1248,6,2023-11-08,99.952477,100.751968,98.953951,99.313766,,135,1,0,0,0,0,0
36,2,2023-11-08,99.851148,99.642178,100.49133,100.386797,,8,0,0,0,0,0,0
63,1,2023-11-09,100.904814,102.058429,101.589199,100.560236,,503,0,0,0,0,0,4
1695,3,2023-11-09,99.878279,99.748558,100.263161,100.239466,,234,1,0,1,0,0,0
413,5,2023-11-09,101.559167,101.484839,100.751248,100.558069,,117,0,1,0,0,0,0
1445,4,2023-11-09,99.663075,97.526363,99.938149,99.883837,,129,1,0,0,0,0,0
1456,2,2023-11-10,100.001027,99.758931,100.775513,100.629025,,4,0,0,0,0,0,0
967,5,2023-11-10,101.804578,102.050158,100.761503,100.629025,,4,0,0,0,0,0,0
1553,3,2023-11-10,99.712141,99.606003,100.218758,100.242043,,21,0,0,1,0,0,0
833,1,2023-11-10,100.64573,101.963112,101.17391,100.500939,,673,1,0,3,0,0,0
167,4,2023-11-10,100.602445,98.169022,99.849333,99.837386,,4,0,0,0,0,0,0
880,6,2023-11-10,99.710826,100.467178,98.800291,99.042059,,276,0,0,0,0,3,0
719,3,2023-11-13,99.567164,99.456787,99.996428,100.156217,,138,1,0,0,0,0,0
521,1,2023-11-13,100.17648,101.605616,100.970055,100.506447,,301,1,0,2,0,0,0
78,2,2023-11-13,100.02096,99.779437,100.814678,100.714484,,5,0,0,0,0,0,0
268,4,2023-11-13,101.443835,98.869564,99.738944,99.7731,,9,0,0,0,0,0,0
1800,3,2023-11-14,99.798948,99.573289,99.7146,100.023014,,16,0,0,0,0,0,0
1084,6,2023-11-14,99.243543,99.820285,99.04145,98.969749,,18,0,0,0,2,0,0
1579,2,2023-11-14,100.032747,99.795212,100.833034,100.79356,,5,0,0,0,0,0,0
901,4,2023-11-14,101.992966,99.471755,99.639836,99.704698,,5,0,0,0,0,0,0
875,5,2023-11-14,102.025523,103.027198,100.818317,100.79356,,5,0,0,0,0,0,0
285,1,2023-11-15,99.100415,100.519839,100.766831,100.575879,,27,0,0,2,0,0,0
49,3,2023-11-15,99.851215,99.585719,99.743279,100.012944,,94,0,0,0,0,1,0
230,5,2023-11-15,101.082476,102.404333,100.684292,100.801558,,335,0,0,2,0,0,2
673,2,2023-11-15,100.042592,99.811199,100.697342,100.801558,,335,0,0,2,0,0,2
855,3,2023-11-16,99.982345,99.665191,99.824177,100.030109,,9,0,0,0,0,0,0
738,6,2023-11-16,99.338967,99.632358,99.667626,99.125947,,211,0,1,0,1,0,0
474,1,2023-11-16,98.706674,99.960923,100.354227,100.446552,,257,1,0,1,0,0,0
1333,2,2023-11-16,99.992091,99.765843,100.549628,100.792235,,15,0,0,2,0,0,0
396,3,2023-11-17,100.348246,99.941085,99.649515,99.933047,,9,0,0,0,0,0,0
1386,4,2023-11-17,102.05972,100.380823,99.987562,99.80782,,15,0,0,0,1,0,0
670,1,2023-11-17,98.869398,99.889697,100.16891,100.389909,,15,0,0,1,0,0,0
1216,5,2023-11-17,99.885105,101.424343,100.523181,100.832692,,28,0,0,2,0,0,0
838,5,2023-11-20,99.402288,100.887027,100.44142,100.840026,,169,1,0,1,0,0,0
959,2,2023-11-20,100.138972,99.939532,100.451452,100.840026,,169,1,0,1,0,0,0
1417,3,2023-11-21,100.309586,100.048028,99.833676,99.962791,,69,0,0,0,1,0,0
186,6,2023-11-21,100.017227,100.119608,99.820593,99.140131,,81,0,0,0,1,1,0
67,5,2023-11-21,99.032063,100.3789,100.173844,100.751411,,15,0,0,1,0,0,0
1340,4,2023-11-21,101.569681,100.547806,100.403491,100.017895,,6,0,0,0,0,0,0
180,2,2023-11-21,100.107986,99.932969,100.180551,100.751411,,15,0,0,1,0,0,0
1348,3,2023-11-22,100.296912,100.081784,99.914885,99.987885,,8,0,0,0,1,0,0
1098,4,2023-11-22,100.811827,100.191198,100.474986,100.087527,,7,0,0,0,0,0,0
129,1,2023-11-24,99.356124,99.755105,99.669324,100.09264,,370,0,1,0,0,2,0
208,3,2023-11-24,100.295512,100.12239,99.984728,100.014597,,16,0,0,0,1,0,0
266,4,2023-11-24,100.234298,99.867838,100.44825,100.116761,,70,0,0,0,0,0,1
1183,4,2023-11-27,99.786753,99.564243,100.4194,100.142691,,8,0,0,0,0,0,0
191,2,2023-11-27,99.939727,99.795955,99.299614,100.327617,,167,1,0,0,0,0,0
1774,6,2023-11-27,99.649497,99.738714,100.346578,99.359947,,7,0,0,0,0,0,0
1760,1,2023-11-27,99.236289,99.519987,99.896398,100.172809,,117,0,0,0,1,0,0
564,1,2023-11-28,99.261025,99.407589,100.002453,100.215172,,194,0,1,0,0,0,0
466,3,2023-11-28,100.626191,100.466964,100.271339,100.166305,,6,0,0,0,0,0,0
246,5,2023-11-28,99.47518,100.288838,99.149449,100.194951,,3,0,0,0,0,0,0
1078,2,2023-11-28,99.943518,99.787884,99.143425,100.194951,,3,0,0,0,0,0,0
1061,4,2023-11-28,99.638087,99.424103,100.275104,100.111323,,65,0,0,1,0,0,0
1376,5,2023-11-29,99.533377,100.24993,99.13025,100.113304,HH,5,0,0,0,0,0,0
819,6,2023-11-29,99.427964,99.33863,100.84603,99.668937,,135,0,1,0,0,0,0
1132,3,2023-11-29,101.030155,100.863808,100.351228,100.228615,,7,0,0,0,0,0,0
1897,2,2023-11-29,100.002738,99.838593,99.123987,100.113304,,5,0,0,0,0,0,0
1659,4,2023-11-29,99.620339,99.36168,100.098114,100.051993,,11,0,0,1,0,0,0
1486,4,2023-11-30,99.706811,99.374611,100.011621,100.020363,,15,0,0,1,0,0,0
398,1,2023-11-30,99.783647,99.696548,99.729554,100.078606,,13,0,0,0,0,0,0
1476,5,2023-11-30,99.640066,100.273368,99.171044,100.058544,,171,0,0,0,0,2,0
1779,6,2023-11-30,99.503605,99.309932,101.183502,99.90204,,154,0,1,0,0,0,0
544,6,2023-12-01,99.695405,99.417307,101.199422,100.012443,HH,2,0,0,0,0,0,0
374,2,2023-12-01,100.061081,99.906924,99.143054,99.977559,,7,0,0,0,0,0,0
1853,5,2023-12-01,99.652264,100.217558,99.149082,99.977559,,7,0,0,0,0,0,0
1799,1,2023-12-01,100.01293,99.887032,99.742734,100.062466,,65,0,0,0,0,1,0
1880,3,2023-12-01,101.319263,101.395224,100.431803,100.332922,,7,0,0,0,0,0,0
1302,4,2023-12-01,99.862465,99.450866,100.116428,100.072006,,16,0,0,1,0,0,0
1748,2,2023-12-04,100.040947,99.896893,99.292804,99.975273,,171,0,0,0,2,0,0
558,3,2023-12-04,101.009572,101.341808,100.35362,100.334018,,132,0,0,1,0,0,1
1881,5,2023-12-04,99.659815,100.159218,99.296994,99.975273,HL,171,0,0,0,2,0,0
1796,6,2023-12-04,99.884418,99.558439,101.196727,100.115513,,304,0,0,0,0,0,3
1322,2,2023-12-05,100.103926,99.970173,99.240225,99.891004,,19,0,0,0,2,0,0
1723,1,2023-12-05,100.117702,100.014027,99.735235,100.009611,,15,0,0,0,0,0,0
1353,3,2023-12-05,100.57658,101.149753,100.321099,100.350073,,13,0,0,1,0,0,0
1237,6,2023-12-05,100.112629,99.777012,101.310406,100.273698,,4,0,0,0,0,0,0
1791,5,2023-12-06,99.772417,100.145942,99.309697,99.857544,,25,0,0,0,2,0,0
405,2,2023-12-06,100.091614,99.976518,99.305664,99.857544,,25,0,0,0,2,0,0
44,6,2023-12-06,100.202192,99.89383,101.093446,100.284763,,330,0,0,3,0,0,0
752,2,2023-12-07,100.095311,99.997315,99.372647,99.830381,,29,0,0,0,2,0,0
886,4,2023-12-07,99.935319,99.492296,100.377606,100.263915,,11,0,0,0,0,0,0
986,1,2023-12-07,99.87723,99.821061,100.303869,100.261913,,15,0,0,0,0,0,0
853,5,2023-12-07,99.809191,100.141473,99.375857,99.830381,,29,0,0,0,2,0,0
881,2,2023-12-08,100.168403,100.091658,99.564492,99.867294,,159,0,1,0,1,0,0
1085,4,2023-12-08,99.90117,99.457938,100.377856,100.297612,,5,0,0,0,0,0,0
1359,5,2023-12-08,99.887313,100.187631,99.565347,99.867294,,159,0,1,0,1,0,0
330,1,2023-12-08,99.724434,99.647449,100.350634,100.311347,,13,0,0,0,0,0,0
1639,3,2023-12-08,100.56589,101.375304,100.195539,100.362137,,19,0,0,1,0,0,0
700,6,2023-12-08,100.210841,99.984921,100.524482,100.181789,,23,0,0,2,0,0,0
1818,2,2023-12-11,100.180252,100.135711,99.667105,99.878802,,14,0,0,0,1,0,0
473,3,2023-12-11,100.750652,101.597978,100.270596,100.415711,,10,0,0,0,0,0,0
172,6,2023-12-11,100.124619,99.93545,100.343876,100.142237,,222,1,0,1,0,0,0
609,4,2023-12-11,99.841933,99.400231,100.565354,100.420387,,88,0,1,0,0,0,0
1493,6,2023-12-12,100.004443,99.833696,100.302827,100.153372,,13,0,0,1,0,0,0
1699,2,2023-12-12,100.148788,100.136523,99.844842,99.934176,,19,0,0,0,1,0,0
54,1,2023-12-12,99.580521,99.378296,100.261856,100.334221,,127,0,0,1,0,0,1
1169,5,2023-12-12,100.330868,100.651925,99.842256,99.934176,,19,0,0,0,1,0,0
426,3,2023-12-12,100.791471,101.73573,100.327143,100.466999,,6,0,0,0,0,0,0
972,3,2023-12-13,100.327129,101.487897,100.246446,100.457834,,71,0,0,1,0,0,1
1866,6,2023-12-13,99.983352,99.813364,100.391404,100.222518,,19,0,0,1,0,0,0
380,1,2023-12-13,99.513449,99.237026,100.193754,100.325413,,12,0,0,1,0,0,0
1839,1,2023-12-14,99.493022,99.130138,100.311391,100.399068,,10,0,0,0,0,0,0
820,4,2023-12-14,99.945082,99.430419,100.688384,100.659377,LH,132,0,0,0,0,0,2
1265,5,2023-12-14,100.648083,101.111661,99.847894,99.910739,,94,0,0,0,1,1,0
1223,5,2023-12-15,100.937115,101.545036,99.937067,99.940817,,21,0,0,0,1,0,0
620,1,2023-12-15,99.593987,99.139994,100.266958,100.405809,,18,0,0,1,0,0,0
1200,4,2023-12-15,99.917889,99.402598,100.443267,100.60307,,209,1,0,1,0,0,0
1551,6,2023-12-15,99.652885,99.410833,100.169782,100.173854,,27,0,0,1,0,0,0
1663,1,2023-12-18,99.902014,99.373284,100.245075,100.419439,,20,0,0,1,0,0,0
103,3,2023-12-18,98.835886,100.242443,99.604565,100.174871,,6,0,0,0,0,0,0
1847,5,2023-12-18,101.276047,102.089764,100.153461,100.038871,,138,0,1,0,0,0,0
1350,4,2023-12-18,99.968416,99.429078,99.973113,100.418195,,174,1,0,0,0,0,0
399,5,2023-12-19,101.583143,102.669422,100.191883,100.071268,,5,0,0,0,0,0,0
1673,3,2023-12-19,99.024896,100.225662,99.448556,100.067563,,135,1,0,0,0,0,0
1874,1,2023-12-19,99.925804,99.38037,100.258674,100.448071,,8,0,0,0,0,0,0
1580,4,2023-12-19,99.918646,99.387575,99.714621,100.293736,,2,0,0,0,0,0,0
1414,6,2023-12-19,99.428442,99.031232,99.51178,99.864619,,7,0,0,0,0,0,0
709,5,2023-12-20,101.895837,103.318756,100.337839,100.158011,,9,0,0,0,0,0,0
1049,6,2023-12-20,99.252678,98.740142,99.155706,99.654925,LL,151,1,0,0,0,0,0
1824,4,2023-12-20,99.908072,99.368577,99.379955,100.11086,,179,1,0,0,0,0,0
575,1,2023-12-20,100.134918,99.57589,100.104376,100.397926,HH,63,0,0,1,0,0,1
1835,3,2023-12-20,99.35921,100.346071,99.430416,100.012325,,3,0,0,0,0,0,0
1683,2,2023-12-20,99.686576,99.827232,100.346584,100.158011,,9,0,0,0,0,0,0
69,1,2023-12-21,100.211612,99.677817,99.933882,100.326742,,116,1,0,0,0,0,0
639,6,2023-12-21,99.236,98.582292,99.192998,99.600948,,193,0,0,0,0,2,0
668,3,2023-12-21,99.724661,100.536893,99.581908,100.035991,,320,0,1,0,0,2,0
1595,3,2023-12-22,100.023422,100.727892,99.706643,100.060036,,105,0,0,0,1,0,0
1260,5,2023-12-22,100.916649,102.895312,100.201316,100.153865,,149,0,0,1,0,0,1
793,2,2023-12-22,99.347448,99.314742,100.208364,100.153865,,149,0,0,1,0,0,1
425,6,2023-12-22,99.101477,98.299019,99.270449,99.569166,,5,0,0,0,0,0,0
765,4,2023-12-22,99.922519,99.349585,99.506743,100.063447,,360,0,1,0,0,2,0
198,1,2023-12-22,100.250539,99.756106,99.827628,100.271421,,8,0,0,0,0,0,0
182,1,2023-12-26,100.323441,99.875401,99.7898,100.239476,,5,0,0,0,0,0,0
1614,6,2023-12-26,99.156043,98.187234,99.366846,99.552987,,195,0,0,0,2,0,0
947,5,2023-12-26,100.272767,102.37889,99.888026,100.023414,,127,1,0,0,0,0,0
1671,3,2023-12-26,100.291764,100.937595,99.822787,100.090771,,12,0,0,0,1,0,0
1051,6,2023-12-27,99.24054,98.116842,99.461336,99.544183,,17,0,0,0,2,0,0
1459,1,2023-12-27,100.375166,99.986929,99.836013,100.244216,,73,0,0,0,0,1,0
1428,3,2023-12-27,100.405092,101.066051,99.81398,100.072238,HH,14,0,0,0,1,0,0
524,4,2023-12-27,99.619834,99.089772,99.635975,100.05263,,12,0,0,0,1,0,0
370,3,2023-12-28,100.541896,101.228611,99.757009,100.030098,,18,0,0,0,1,0,0
808,1,2023-12-28,100.355362,100.036477,99.920812,100.271289,,77,0,0,0,1,0,0
889,6,2023-12-28,99.421136,98.16184,99.519526,99.526356,,176,0,1,0,1,0,0
1171,5,2023-12-28,99.146047,101.146164,99.532597,99.818662,,6,0,0,0,0,0,0
976,3,2023-12-29,100.51206,101.282104,99.511388,99.893589,,10,0,0,0,0,0,0
1204,6,2023-12-29,99.787735,98.433411,99.627185,99.536868,,16,0,0,0,1,0,0
1690,2,2023-12-29,99.671472,99.277443,99.586495,99.805163,,71,0,0,0,0,1,0
1039,5,2023-12-29,99.219027,101.058955,99.58708,99.805163,HH,71,0,0,0,0,1,0
19,5,2024-01-02,99.113103,100.795643,99.440688,99.701298,,142,1,0,0,0,0,0
1472,2,2024-01-02,99.714946,99.259942,99.438284,99.701298,,142,1,0,0,0,0,0
1300,3,2024-01-02,100.584693,101.410503,99.521123,99.85706,,44,0,0,0,0,1,0
478,4,2024-01-02,99.810202,99.053362,99.492755,99.908439,,100,1,0,0,0,0,0
1212,6,2024-01-02,100.092579,98.71082,100.027995,99.694969,,165,0,1,0,0,0,0
14,4,2024-01-03,99.9845,99.157206,99.610874,99.921641,,185,0,1,0,0,2,0
597,5,2024-01-03,99.209044,100.726741,99.451687,99.659359,HL,85,0,0,0,0,1,0
1895,3,2024-01-03,100.480084,101.412337,99.685334,99.894519,,30,0,0,0,1,0,0
515,2,2024-01-04,99.678969,99.112195,99.504142,99.638727,,227,0,1,0,1,0,0
325,5,2024-01-04,99.382885,100.758964,99.505738,99.638727,,227,0,1,0,1,0,0
1319,4,2024-01-04,100.405039,99.467992,99.700683,99.931607,,55,0,0,0,1,0,0
955,3,2024-01-04,99.82471,100.973962,99.873933,99.957685,,21,0,0,0,1,0,0
1805,6,2024-01-05,100.704383,99.539142,101.537514,100.56079,,210,0,1,0,0,0,0
614,4,2024-01-05,100.636039,99.695339,99.768285,99.938789,,33,0,0,0,1,0,0
1655,5,2024-01-05,99.728617,101.007006,99.478314,99.58425,,67,1,0,0,0,0,0
1158,3,2024-01-05,99.230517,100.492882,100.148688,100.077975,,118,0,1,0,0,0,0
1016,1,2024-01-08,99.86369,99.985187,98.692781,99.37113,,4,0,0,0,0,0,0
543,6,2024-01-08,100.664806,99.633062,101.714665,100.779484,,2,0,0,0,0,0,0
1746,3,2024-01-08,98.901689,100.134544,100.428686,100.224602,,6,0,0,0,0,0,0
11,5,2024-01-08,99.913362,101.15134,99.43514,99.520013,,9,0,0,0,0,0,0
238,2,2024-01-08,99.75919,99.067422,99.432666,99.520013,,9,0,0,0,0,0,0
90,5,2024-01-09,100.177217,101.415863,99.499463,99.502836,,194,0,0,0,2,1,0
704,2,2024-01-09,99.852956,99.118838,99.497788,99.502836,,194,0,0,0,2,1,0
1786,6,2024-01-09,100.700709,99.79882,101.678148,100.911946,,520,0,0,0,0,0,4
9,1,2024-01-09,99.788135,99.886042,98.82552,99.32262,,250,0,0,0,0,3,0
715,4,2024-01-09,101.005024,100.181858,99.930982,99.990125,,33,0,0,0,1,0,0
1860,4,2024-01-10,101.142069,100.422213,99.741881,99.895463,,11,0,0,0,0,0,0
1754,1,2024-01-10,99.944725,100.005107,98.948113,99.280721,,311,0,0,0,3,0,0
433,6,2024-01-10,100.700495,99.933711,101.578336,101.011123,,4,0,0,0,0,0,0
229,3,2024-01-10,98.017145,99.091503,100.501732,100.344003,,183,0,0,0,0,0,2
1276,2,2024-01-10,99.927822,99.168354,99.51862,99.470541,,98,0,1,0,1,0,0
847,3,2024-01-11,97.989032,98.798631,100.444217,100.360981,,140,1,0,0,0,0,0
1125,4,2024-01-11,101.22359,100.640079,99.600417,99.807168,,9,0,0,0,0,0,0
962,5,2024-01-11,99.910089,101.189701,99.580651,99.458903,,24,0,0,0,1,0,0
1257,1,2024-01-11,100.083539,100.135008,99.028689,99.229554,,237,0,1,0,2,0,0
1503,4,2024-01-12,101.343762,100.898805,99.459635,99.707102,,89,1,0,0,0,0,0
1000,1,2024-01-12,100.220826,100.288816,99.071405,99.167493,,28,0,0,0,2,0,0
236,2,2024-01-12,100.014829,99.238008,99.624231,99.44449,,30,0,0,0,1,0,0
371,5,2024-01-12,99.421549,100.652371,99.624353,99.44449,,30,0,0,0,1,0,0
824,3,2024-01-12,98.229436,98.704884,100.281104,100.322738,,102,0,0,1,0,0,0
1057,6,2024-01-12,100.455232,99.932331,101.280282,101.134036,,23,0,0,3,0,0,0
1609,1,2024-01-16,100.310258,100.419905,99.267011,99.18101,,29,0,0,0,2,0,0
203,2,2024-01-16,99.951477,99.174269,99.725079,99.460185,,26,0,0,0,1,0,0
228,6,2024-01-16,100.268262,99.823537,101.072955,101.147189,,43,0,0,3,0,0,0
1568,1,2024-01-17,100.450158,100.61816,99.353532,99.159955,,35,0,0,0,2,0,0
1443,6,2024-01-17,100.064555,99.661453,100.495917,100.964961,,495,2,0,1,0,0,0
1313,5,2024-01-17,99.84311,100.884007,100.248078,99.68461,,154,0,1,0,0,0,0
1305,2,2024-01-17,99.949869,99.162852,100.255708,99.68461,,154,0,1,0,0,0,0
1451,3,2024-01-17,98.784474,98.659668,99.823962,100.142474,,166,1,0,0,0,0,0
291,3,2024-01-18,99.525609,99.051112,99.533522,99.990312,,6,0,0,0,0,0,0
1309,2,2024-01-18,99.91451,99.116005,100.81672,99.968764,,166,0,1,0,0,0,0
1004,1,2024-01-18,100.451061,100.702568,99.667154,99.253073,,200,0,1,0,1,0,0
1108,6,2024-01-18,99.764016,99.358925,99.802647,100.677196,,256,1,0,0,0,0,0
546,5,2024-01-18,100.393947,101.438987,100.802204,99.968764,,166,0,1,0,0,0,0
608,2,2024-01-19,99.918219,99.103134,101.411946,100.317501,,184,0,1,0,0,0,0
82,5,2024-01-19,100.986772,102.148777,101.390124,100.317501,,184,0,1,0,0,0,0
200,6,2024-01-19,99.430522,98.965524,99.017038,100.286004,,260,1,0,0,0,0,0
1755,3,2024-01-19,99.959896,99.314246,99.18856,99.787497,HL,165,1,0,0,0,0,0
329,4,2024-01-19,100.287385,100.682206,99.460783,99.488078,,26,0,0,0,2,0,0
801,4,2024-01-22,99.927124,100.449384,99.530164,99.475492,,168,0,1,0,1,0,0
277,6,2024-01-22,99.344412,98.768595,98.473155,99.943353,,560,2,0,0,0,0,0
1789,2,2024-01-22,99.989142,99.160884,101.963611,100.697833,,198,0,1,0,0,0,0
1740,3,2024-01-22,100.101994,99.41675,98.905238,99.584582,,180,1,0,0,0,0,0
351,5,2024-01-23,101.187807,102.807012,102.157948,100.973189,,210,0,1,0,0,0,0
1177,6,2024-01-23,99.404394,98.707926,98.164714,99.66658,,2,0,0,0,0,0,0
525,1,2024-01-23,100.814482,101.411692,100.159851,99.475445,,95,0,0,0,0,0,1
979,2,2024-01-23,100.048996,99.220568,102.189313,100.973189,,210,0,1,0,0,0,0
1587,4,2024-01-23,99.682074,100.254576,99.742802,99.536425,,22,0,0,0,1,0,0
894,1,2024-01-24,100.670099,101.416621,100.11323,99.468097,,4,0,0,0,0,0,0
1020,3,2024-01-24,100.185823,99.509898,99.021675,99.446325,,497,0,1,0,0,3,0
1362,4,2024-01-24,99.623662,100.167053,99.841342,99.561793,,28,0,0,0,1,0,0
1845,6,2024-01-24,99.476869,98.671653,98.135988,99.496254,,4,0,0,0,0,0,0
336,2,2024-01-25,100.054794,99.241904,101.848977,101.178547,,994,1,0,4,0,0,0
848,5,2024-01-25,100.716398,102.706945,101.82179,101.178547,HH,994,1,0,4,0,0,0
112,3,2024-01-25,99.937753,99.347961,99.262092,99.476746,,250,0,0,0,2,0,0
811,4,2024-01-25,99.662529,100.144754,99.864759,99.560164,,20,0,0,0,1,0,0
536,1,2024-01-25,100.607394,101.477751,99.723815,99.295085,,127,1,0,0,0,0,0
782,6,2024-01-25,99.516666,98.6151,98.17664,99.356484,LL,568,0,0,0,0,4,0
940,3,2024-01-26,99.933667,99.336813,99.658724,99.601472,,237,0,1,0,1,0,0
1908,5,2024-01-26,100.700782,102.831262,101.404406,101.138168,,364,1,0,3,0,0,0
566,4,2024-01-26,99.688763,100.118277,99.978114,99.602999,,26,0,0,0,1,0,0
1649,4,2024-01-29,99.724218,100.102318,100.074021,99.647346,,136,0,1,0,0,0,0
617,6,2024-01-29,99.793359,98.729638,98.560159,99.243432,,319,0,1,0,3,0,0
1517,1,2024-01-29,100.054618,101.094346,99.455281,99.095482,,203,0,0,0,0,2,0
665,2,2024-01-29,100.126287,99.348757,101.013715,101.066094,,35,0,0,3,0,0,0
1722,3,2024-01-29,99.835758,99.254101,100.040041,99.753178,,238,0,1,0,0,0,0
1692,6,2024-01-30,99.89225,98.794499,98.707224,99.190379,,35,0,0,0,3,0,0
1482,4,2024-01-30,99.670885,100.024501,100.187746,99.708369,,6,0,0,0,0,0,0
1515,5,2024-01-30,100.450707,102.873099,100.628578,100.977447,,25,0,0,2,0,0,0
449,3,2024-01-30,99.865224,99.25431,100.402889,99.929171,,3,0,0,0,0,0,0
1727,2,2024-01-30,100.231821,99.482191,100.640936,100.977447,,339,1,0,2,0,0,0
652,4,2024-01-31,99.685145,99.990207,100.312657,99.784494,,6,0,0,0,0,0,0
362,2,2024-01-31,100.30135,99.598244,100.328252,100.885244,,320,1,0,1,0,0,0
254,3,2024-01-31,99.891453,99.256124,100.577193,100.0474,LH,219,0,1,0,0,0,0
1142,1,2024-01-31,99.916292,100.95201,99.530126,99.042093,,228,0,1,0,1,0,0
1285,6,2024-01-31,99.925271,98.809506,98.872739,99.158607,,42,0,0,0,3,0,0
1029,5,2024-01-31,100.068328,102.548202,100.319732,100.885244,,318,1,0,1,0,0,0
1104,3,2024-02-01,99.81292,99.182326,100.736112,100.173504,,3,0,0,0,0,0,0
273,6,2024-02-01,100.002992,98.877353,99.188788,99.211766,,275,0,1,0,2,0,0
1054,2,2024-02-01,100.227562,99.577824,99.876072,100.70036,,292,1,0,0,0,0,0
